case_id,health_profile,tier,category,sample_index,needle_position,expected_answer,expected_json,distractor_answers,target_prompt_tokens,estimated_prompt_tokens,prompt_hash
habits-needle_position-30-0021,habits,0.3,needle_position,21,0.95,HABITS-NEEDLE_POSITION-30-0021-SLEEPLOCK,"{""answer"": ""HABITS-NEEDLE_POSITION-30-0021-SLEEPLOCK"", ""evidence_id"": ""HEALTH-NEEDLE-30-0021""}",[],73892,73890,509741243a155060
habits-multi_hop-30-0022,habits,0.3,multi_hop,22,,HABITS-MULTI_HOP-30-0022-SLEEPLOCK,"{""answer"": ""HABITS-MULTI_HOP-30-0022-SLEEPLOCK"", ""chain"": [""PLAN-HABITS-30-0022"", ""SLOT-HABITS-30-0022"", ""ROUTINE-HABITS-30-0022""]}",[],73892,73874,5121d9415951962b
habits-instruction_following-30-0023,habits,0.3,instruction_following,23,0.5,HABITS-INSTRUCTION_FOLLOWING-30-0023-SLEEPLOCK,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-30-0023-SLEEPLOCK"", ""safety_phrase"": ""HEALTH-RULE-30-0023-NO-MEDICAL-ADVICE""}",[],73892,73835,855034d691b3d8b2
habits-distractor_resistance-30-0024,habits,0.3,distractor_resistance,24,0.84,HABITS-DISTRACTOR_RESISTANCE-30-0024-SLEEPLOCK,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-30-0024-SLEEPLOCK"", ""evidence_id"": ""HEALTH-CURRENT-30-0024""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-30-0024-SLEEPLOCK"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-30-0024-SLEEPLOCK""]",73892,73889,3a6a2cd2c0748ca3
habits-fact_recall-50-0000,habits,0.5,fact_recall,0,0.05,HABITS-FACT_RECALL-50-0000-AMRUN,"{""answer"": ""HABITS-FACT_RECALL-50-0000-AMRUN"", ""evidence_id"": ""HEALTH-HABIT-50-0000""}",[],123154,122852,47d0163f58908822
habits-needle_position-50-0001,habits,0.5,needle_position,1,0.05,HABITS-NEEDLE_POSITION-50-0001-AMRUN,"{""answer"": ""HABITS-NEEDLE_POSITION-50-0001-AMRUN"", ""evidence_id"": ""HEALTH-NEEDLE-50-0001""}",[],123154,122815,206a60bfe5674c1a
habits-multi_hop-50-0002,habits,0.5,multi_hop,2,,HABITS-MULTI_HOP-50-0002-AMRUN,"{""answer"": ""HABITS-MULTI_HOP-50-0002-AMRUN"", ""chain"": [""PLAN-HABITS-50-0002"", ""SLOT-HABITS-50-0002"", ""ROUTINE-HABITS-50-0002""]}",[],123154,123148,35a3744a0bda1a73
habits-instruction_following-50-0003,habits,0.5,instruction_following,3,0.1,HABITS-INSTRUCTION_FOLLOWING-50-0003-AMRUN,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-50-0003-AMRUN"", ""safety_phrase"": ""HEALTH-RULE-50-0003-NO-MEDICAL-ADVICE""}",[],123154,122893,f28662433147c53d
habits-distractor_resistance-50-0004,habits,0.5,distractor_resistance,4,0.84,HABITS-DISTRACTOR_RESISTANCE-50-0004-AMRUN,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-50-0004-AMRUN"", ""evidence_id"": ""HEALTH-CURRENT-50-0004""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-50-0004-AMRUN"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-50-0004-AMRUN""]",123154,123105,30580cd4d515bd28
habits-fact_recall-50-0005,habits,0.5,fact_recall,5,0.25,HABITS-FACT_RECALL-50-0005-Z2BIKE,"{""answer"": ""HABITS-FACT_RECALL-50-0005-Z2BIKE"", ""evidence_id"": ""HEALTH-HABIT-50-0005""}",[],123154,122883,6aca01e4cd778217
habits-needle_position-50-0006,habits,0.5,needle_position,6,0.25,HABITS-NEEDLE_POSITION-50-0006-Z2BIKE,"{""answer"": ""HABITS-NEEDLE_POSITION-50-0006-Z2BIKE"", ""evidence_id"": ""HEALTH-NEEDLE-50-0006""}",[],123154,122922,9ace50af580e69b8
habits-multi_hop-50-0007,habits,0.5,multi_hop,7,,HABITS-MULTI_HOP-50-0007-Z2BIKE,"{""answer"": ""HABITS-MULTI_HOP-50-0007-Z2BIKE"", ""chain"": [""PLAN-HABITS-50-0007"", ""SLOT-HABITS-50-0007"", ""ROUTINE-HABITS-50-0007""]}",[],123154,123152,f70a7d4451f1140d
habits-instruction_following-50-0008,habits,0.5,instruction_following,8,0.5,HABITS-INSTRUCTION_FOLLOWING-50-0008-Z2BIKE,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-50-0008-Z2BIKE"", ""safety_phrase"": ""HEALTH-RULE-50-0008-NO-MEDICAL-ADVICE""}",[],123154,122986,a7e39030829b7c02
habits-distractor_resistance-50-0009,habits,0.5,distractor_resistance,9,0.84,HABITS-DISTRACTOR_RESISTANCE-50-0009-Z2BIKE,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-50-0009-Z2BIKE"", ""evidence_id"": ""HEALTH-CURRENT-50-0009""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-50-0009-Z2BIKE"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-50-0009-Z2BIKE""]",123154,123153,0a9bf1a0111e2eba
habits-fact_recall-50-0010,habits,0.5,fact_recall,10,0.5,HABITS-FACT_RECALL-50-0010-YOGA,"{""answer"": ""HABITS-FACT_RECALL-50-0010-YOGA"", ""evidence_id"": ""HEALTH-HABIT-50-0010""}",[],123154,123024,48bb055452ab9333
habits-needle_position-50-0011,habits,0.5,needle_position,11,0.5,HABITS-NEEDLE_POSITION-50-0011-YOGA,"{""answer"": ""HABITS-NEEDLE_POSITION-50-0011-YOGA"", ""evidence_id"": ""HEALTH-NEEDLE-50-0011""}",[],123154,123044,5b8a71cef1c92549
habits-multi_hop-50-0012,habits,0.5,multi_hop,12,,HABITS-MULTI_HOP-50-0012-YOGA,"{""answer"": ""HABITS-MULTI_HOP-50-0012-YOGA"", ""chain"": [""PLAN-HABITS-50-0012"", ""SLOT-HABITS-50-0012"", ""ROUTINE-HABITS-50-0012""]}",[],123154,123152,c3835fe3b5d4f1a6
habits-instruction_following-50-0013,habits,0.5,instruction_following,13,0.85,HABITS-INSTRUCTION_FOLLOWING-50-0013-YOGA,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-50-0013-YOGA"", ""safety_phrase"": ""HEALTH-RULE-50-0013-NO-MEDICAL-ADVICE""}",[],123154,123153,ea8f87c6cc10d3cb
habits-distractor_resistance-50-0014,habits,0.5,distractor_resistance,14,0.84,HABITS-DISTRACTOR_RESISTANCE-50-0014-YOGA,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-50-0014-YOGA"", ""evidence_id"": ""HEALTH-CURRENT-50-0014""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-50-0014-YOGA"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-50-0014-YOGA""]",123154,123128,3735ab851bc1eacb
habits-fact_recall-50-0015,habits,0.5,fact_recall,15,0.75,HABITS-FACT_RECALL-50-0015-MEALPREP,"{""answer"": ""HABITS-FACT_RECALL-50-0015-MEALPREP"", ""evidence_id"": ""HEALTH-HABIT-50-0015""}",[],123154,123128,0c02aeed114865b4
habits-needle_position-50-0016,habits,0.5,needle_position,16,0.75,HABITS-NEEDLE_POSITION-50-0016-MEALPREP,"{""answer"": ""HABITS-NEEDLE_POSITION-50-0016-MEALPREP"", ""evidence_id"": ""HEALTH-NEEDLE-50-0016""}",[],123154,123077,2958cdd59f3bd7fc
habits-multi_hop-50-0017,habits,0.5,multi_hop,17,,HABITS-MULTI_HOP-50-0017-MEALPREP,"{""answer"": ""HABITS-MULTI_HOP-50-0017-MEALPREP"", ""chain"": [""PLAN-HABITS-50-0017"", ""SLOT-HABITS-50-0017"", ""ROUTINE-HABITS-50-0017""]}",[],123154,123152,3cf40dd3dcef7a60
habits-instruction_following-50-0018,habits,0.5,instruction_following,18,0.1,HABITS-INSTRUCTION_FOLLOWING-50-0018-MEALPREP,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-50-0018-MEALPREP"", ""safety_phrase"": ""HEALTH-RULE-50-0018-NO-MEDICAL-ADVICE""}",[],123154,122865,d324a42ef899220e
habits-distractor_resistance-50-0019,habits,0.5,distractor_resistance,19,0.84,HABITS-DISTRACTOR_RESISTANCE-50-0019-MEALPREP,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-50-0019-MEALPREP"", ""evidence_id"": ""HEALTH-CURRENT-50-0019""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-50-0019-MEALPREP"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-50-0019-MEALPREP""]",123154,123097,4ad3c5cb3bb5ddfa
habits-fact_recall-50-0020,habits,0.5,fact_recall,20,0.95,HABITS-FACT_RECALL-50-0020-SLEEPLOCK,"{""answer"": ""HABITS-FACT_RECALL-50-0020-SLEEPLOCK"", ""evidence_id"": ""HEALTH-HABIT-50-0020""}",[],123154,123154,dfa483c96c6158b8
habits-needle_position-50-0021,habits,0.5,needle_position,21,0.95,HABITS-NEEDLE_POSITION-50-0021-SLEEPLOCK,"{""answer"": ""HABITS-NEEDLE_POSITION-50-0021-SLEEPLOCK"", ""evidence_id"": ""HEALTH-NEEDLE-50-0021""}",[],123154,123153,7eb02e38bf301317
habits-multi_hop-50-0022,habits,0.5,multi_hop,22,,HABITS-MULTI_HOP-50-0022-SLEEPLOCK,"{""answer"": ""HABITS-MULTI_HOP-50-0022-SLEEPLOCK"", ""chain"": [""PLAN-HABITS-50-0022"", ""SLOT-HABITS-50-0022"", ""ROUTINE-HABITS-50-0022""]}",[],123154,123132,172af50e38b36896
habits-instruction_following-50-0023,habits,0.5,instruction_following,23,0.5,HABITS-INSTRUCTION_FOLLOWING-50-0023-SLEEPLOCK,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-50-0023-SLEEPLOCK"", ""safety_phrase"": ""HEALTH-RULE-50-0023-NO-MEDICAL-ADVICE""}",[],123154,123029,4a1b906e6a2eeaed
habits-distractor_resistance-50-0024,habits,0.5,distractor_resistance,24,0.84,HABITS-DISTRACTOR_RESISTANCE-50-0024-SLEEPLOCK,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-50-0024-SLEEPLOCK"", ""evidence_id"": ""HEALTH-CURRENT-50-0024""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-50-0024-SLEEPLOCK"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-50-0024-SLEEPLOCK""]",123154,123095,f59e8cd44291aaf7
habits-fact_recall-70-0000,habits,0.7,fact_recall,0,0.05,HABITS-FACT_RECALL-70-0000-AMRUN,"{""answer"": ""HABITS-FACT_RECALL-70-0000-AMRUN"", ""evidence_id"": ""HEALTH-HABIT-70-0000""}",[],172415,171909,0087f01d1a2fed56
habits-needle_position-70-0001,habits,0.7,needle_position,1,0.05,HABITS-NEEDLE_POSITION-70-0001-AMRUN,"{""answer"": ""HABITS-NEEDLE_POSITION-70-0001-AMRUN"", ""evidence_id"": ""HEALTH-NEEDLE-70-0001""}",[],172415,171981,51477b09d7a7fb94
habits-multi_hop-70-0002,habits,0.7,multi_hop,2,,HABITS-MULTI_HOP-70-0002-AMRUN,"{""answer"": ""HABITS-MULTI_HOP-70-0002-AMRUN"", ""chain"": [""PLAN-HABITS-70-0002"", ""SLOT-HABITS-70-0002"", ""ROUTINE-HABITS-70-0002""]}",[],172415,172403,605a8b7548ccecab
habits-instruction_following-70-0003,habits,0.7,instruction_following,3,0.1,HABITS-INSTRUCTION_FOLLOWING-70-0003-AMRUN,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-70-0003-AMRUN"", ""safety_phrase"": ""HEALTH-RULE-70-0003-NO-MEDICAL-ADVICE""}",[],172415,171946,04112610a68ea263
habits-distractor_resistance-70-0004,habits,0.7,distractor_resistance,4,0.84,HABITS-DISTRACTOR_RESISTANCE-70-0004-AMRUN,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-70-0004-AMRUN"", ""evidence_id"": ""HEALTH-CURRENT-70-0004""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-70-0004-AMRUN"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-70-0004-AMRUN""]",172415,172385,25122bd912ae6ec7
habits-fact_recall-70-0005,habits,0.7,fact_recall,5,0.25,HABITS-FACT_RECALL-70-0005-Z2BIKE,"{""answer"": ""HABITS-FACT_RECALL-70-0005-Z2BIKE"", ""evidence_id"": ""HEALTH-HABIT-70-0005""}",[],172415,172028,947587a30486d73c
habits-needle_position-70-0006,habits,0.7,needle_position,6,0.25,HABITS-NEEDLE_POSITION-70-0006-Z2BIKE,"{""answer"": ""HABITS-NEEDLE_POSITION-70-0006-Z2BIKE"", ""evidence_id"": ""HEALTH-NEEDLE-70-0006""}",[],172415,172078,0264571b83a86cf7
habits-multi_hop-70-0007,habits,0.7,multi_hop,7,,HABITS-MULTI_HOP-70-0007-Z2BIKE,"{""answer"": ""HABITS-MULTI_HOP-70-0007-Z2BIKE"", ""chain"": [""PLAN-HABITS-70-0007"", ""SLOT-HABITS-70-0007"", ""ROUTINE-HABITS-70-0007""]}",[],172415,172377,a59b589fc0cfbbdd
habits-instruction_following-70-0008,habits,0.7,instruction_following,8,0.5,HABITS-INSTRUCTION_FOLLOWING-70-0008-Z2BIKE,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-70-0008-Z2BIKE"", ""safety_phrase"": ""HEALTH-RULE-70-0008-NO-MEDICAL-ADVICE""}",[],172415,172173,1444e75f3cd67271
habits-distractor_resistance-70-0009,habits,0.7,distractor_resistance,9,0.84,HABITS-DISTRACTOR_RESISTANCE-70-0009-Z2BIKE,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-70-0009-Z2BIKE"", ""evidence_id"": ""HEALTH-CURRENT-70-0009""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-70-0009-Z2BIKE"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-70-0009-Z2BIKE""]",172415,172371,1b4ccf649e25e262
habits-fact_recall-70-0010,habits,0.7,fact_recall,10,0.5,HABITS-FACT_RECALL-70-0010-YOGA,"{""answer"": ""HABITS-FACT_RECALL-70-0010-YOGA"", ""evidence_id"": ""HEALTH-HABIT-70-0010""}",[],172415,172165,f066a79cc54b7956
habits-needle_position-70-0011,habits,0.7,needle_position,11,0.5,HABITS-NEEDLE_POSITION-70-0011-YOGA,"{""answer"": ""HABITS-NEEDLE_POSITION-70-0011-YOGA"", ""evidence_id"": ""HEALTH-NEEDLE-70-0011""}",[],172415,172162,155c62c9b9ab0260
habits-multi_hop-70-0012,habits,0.7,multi_hop,12,,HABITS-MULTI_HOP-70-0012-YOGA,"{""answer"": ""HABITS-MULTI_HOP-70-0012-YOGA"", ""chain"": [""PLAN-HABITS-70-0012"", ""SLOT-HABITS-70-0012"", ""ROUTINE-HABITS-70-0012""]}",[],172415,172399,0fcb2587271fa05f
habits-instruction_following-70-0013,habits,0.7,instruction_following,13,0.85,HABITS-INSTRUCTION_FOLLOWING-70-0013-YOGA,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-70-0013-YOGA"", ""safety_phrase"": ""HEALTH-RULE-70-0013-NO-MEDICAL-ADVICE""}",[],172415,172414,cc16b9c278c025b0
habits-distractor_resistance-70-0014,habits,0.7,distractor_resistance,14,0.84,HABITS-DISTRACTOR_RESISTANCE-70-0014-YOGA,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-70-0014-YOGA"", ""evidence_id"": ""HEALTH-CURRENT-70-0014""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-70-0014-YOGA"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-70-0014-YOGA""]",172415,172326,7cc618572363a5c9
habits-fact_recall-70-0015,habits,0.7,fact_recall,15,0.75,HABITS-FACT_RECALL-70-0015-MEALPREP,"{""answer"": ""HABITS-FACT_RECALL-70-0015-MEALPREP"", ""evidence_id"": ""HEALTH-HABIT-70-0015""}",[],172415,172330,246178b4eef2da51
habits-needle_position-70-0016,habits,0.7,needle_position,16,0.75,HABITS-NEEDLE_POSITION-70-0016-MEALPREP,"{""answer"": ""HABITS-NEEDLE_POSITION-70-0016-MEALPREP"", ""evidence_id"": ""HEALTH-NEEDLE-70-0016""}",[],172415,172362,31269f823bbf395e
habits-multi_hop-70-0017,habits,0.7,multi_hop,17,,HABITS-MULTI_HOP-70-0017-MEALPREP,"{""answer"": ""HABITS-MULTI_HOP-70-0017-MEALPREP"", ""chain"": [""PLAN-HABITS-70-0017"", ""SLOT-HABITS-70-0017"", ""ROUTINE-HABITS-70-0017""]}",[],172415,172413,93dcb9d2c996be2a
habits-instruction_following-70-0018,habits,0.7,instruction_following,18,0.1,HABITS-INSTRUCTION_FOLLOWING-70-0018-MEALPREP,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-70-0018-MEALPREP"", ""safety_phrase"": ""HEALTH-RULE-70-0018-NO-MEDICAL-ADVICE""}",[],172415,171971,af1bcfef014bc9ee
habits-distractor_resistance-70-0019,habits,0.7,distractor_resistance,19,0.84,HABITS-DISTRACTOR_RESISTANCE-70-0019-MEALPREP,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-70-0019-MEALPREP"", ""evidence_id"": ""HEALTH-CURRENT-70-0019""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-70-0019-MEALPREP"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-70-0019-MEALPREP""]",172415,172372,5935d6b67ddb14eb
habits-fact_recall-70-0020,habits,0.7,fact_recall,20,0.95,HABITS-FACT_RECALL-70-0020-SLEEPLOCK,"{""answer"": ""HABITS-FACT_RECALL-70-0020-SLEEPLOCK"", ""evidence_id"": ""HEALTH-HABIT-70-0020""}",[],172415,172382,d5567c69239d0aa0
habits-needle_position-70-0021,habits,0.7,needle_position,21,0.95,HABITS-NEEDLE_POSITION-70-0021-SLEEPLOCK,"{""answer"": ""HABITS-NEEDLE_POSITION-70-0021-SLEEPLOCK"", ""evidence_id"": ""HEALTH-NEEDLE-70-0021""}",[],172415,172393,9b32cccffba4f7fa
habits-multi_hop-70-0022,habits,0.7,multi_hop,22,,HABITS-MULTI_HOP-70-0022-SLEEPLOCK,"{""answer"": ""HABITS-MULTI_HOP-70-0022-SLEEPLOCK"", ""chain"": [""PLAN-HABITS-70-0022"", ""SLOT-HABITS-70-0022"", ""ROUTINE-HABITS-70-0022""]}",[],172415,172413,be707f066e179992
habits-instruction_following-70-0023,habits,0.7,instruction_following,23,0.5,HABITS-INSTRUCTION_FOLLOWING-70-0023-SLEEPLOCK,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-70-0023-SLEEPLOCK"", ""safety_phrase"": ""HEALTH-RULE-70-0023-NO-MEDICAL-ADVICE""}",[],172415,172193,586042fd08f70964
habits-distractor_resistance-70-0024,habits,0.7,distractor_resistance,24,0.84,HABITS-DISTRACTOR_RESISTANCE-70-0024-SLEEPLOCK,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-70-0024-SLEEPLOCK"", ""evidence_id"": ""HEALTH-CURRENT-70-0024""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-70-0024-SLEEPLOCK"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-70-0024-SLEEPLOCK""]",172415,172391,ce50e64debe34a8d
habits-fact_recall-80-0000,habits,0.8,fact_recall,0,0.05,HABITS-FACT_RECALL-80-0000-AMRUN,"{""answer"": ""HABITS-FACT_RECALL-80-0000-AMRUN"", ""evidence_id"": ""HEALTH-HABIT-80-0000""}",[],197046,196497,904947cd07ee40c3
habits-needle_position-80-0001,habits,0.8,needle_position,1,0.05,HABITS-NEEDLE_POSITION-80-0001-AMRUN,"{""answer"": ""HABITS-NEEDLE_POSITION-80-0001-AMRUN"", ""evidence_id"": ""HEALTH-NEEDLE-80-0001""}",[],197046,196504,01c0a53e6a928865
